module	path	exclusion_owner	rationale
NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability/Algorithms/Underdetermined/Higham21MGS.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability/Algorithms/Underdetermined/Higham21MGSRounded.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21Perturbation	NumStability/Algorithms/Underdetermined/Higham21Perturbation.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21PerturbationRadius	NumStability/Algorithms/Underdetermined/Higham21PerturbationRadius.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21ProjectorNorm	NumStability/Algorithms/Underdetermined/Higham21ProjectorNorm.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21QRFoundations	NumStability/Algorithms/Underdetermined/Higham21QRFoundations.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21RankStability	NumStability/Algorithms/Underdetermined/Higham21RankStability.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21SNEActualOutput	NumStability/Algorithms/Underdetermined/Higham21SNEActualOutput.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability/Algorithms/Underdetermined/Higham21SNEClosure.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability/Algorithms/Underdetermined/Higham21SNEConditionTransfer.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21SNEEnvelopeTransfer	NumStability/Algorithms/Underdetermined/Higham21SNEEnvelopeTransfer.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21SNEForward	NumStability/Algorithms/Underdetermined/Higham21SNEForward.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21SNEQRMajorant	NumStability/Algorithms/Underdetermined/Higham21SNEQRMajorant.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21SNERemainderBounds	NumStability/Algorithms/Underdetermined/Higham21SNERemainderBounds.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21SNESigned	NumStability/Algorithms/Underdetermined/Higham21SNESigned.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability/Algorithms/Underdetermined/Higham21SNEUniform.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.Higham21Theorem214SourceClosure	NumStability/Algorithms/Underdetermined/Higham21Theorem214SourceClosure.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability/Algorithms/Underdetermined/UnderdeterminedSolve.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability/Algorithms/Underdetermined/UnderdeterminedSpec.lean	preserved-ch21	preserved earlier Chapter 21 work; integrator audits before reuse
NumStability.Analysis.BergerGeneral	NumStability/Analysis/BergerGeneral.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.BergerInequality	NumStability/Analysis/BergerInequality.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.BergerResolvent	NumStability/Analysis/BergerResolvent.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.CStarMatrixBridge	NumStability/Analysis/CStarMatrixBridge.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.CStarMatrixExpectation	NumStability/Analysis/CStarMatrixExpectation.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.CStarMatrixTrace	NumStability/Analysis/CStarMatrixTrace.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.DunfordResidue	NumStability/Analysis/DunfordResidue.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.HenriciExtremal	NumStability/Analysis/HenriciExtremal.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.HenriciSharpConstant	NumStability/Analysis/HenriciSharpConstant.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.HenriciSharpConstantExact	NumStability/Analysis/HenriciSharpConstantExact.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.InverseOpNorm2	NumStability/Analysis/InverseOpNorm2.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.JordanNormalForm	NumStability/Analysis/JordanNormalForm.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.LiebTrace	NumStability/Analysis/LiebTrace.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersBaiDemmelGu	NumStability/Analysis/MatrixPowersBaiDemmelGu.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersBaiDemmelGuDistance	NumStability/Analysis/MatrixPowersBaiDemmelGuDistance.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersGautschi	NumStability/Analysis/MatrixPowersGautschi.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersHenrici	NumStability/Analysis/MatrixPowersHenrici.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersHenriciNormal	NumStability/Analysis/MatrixPowersHenriciNormal.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersKreiss	NumStability/Analysis/MatrixPowersKreiss.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersKreissSpijker	NumStability/Analysis/MatrixPowersKreissSpijker.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersLaszlo	NumStability/Analysis/MatrixPowersLaszlo.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersLp185Primary	NumStability/Analysis/MatrixPowersLp185Primary.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersSpijkerClosure	NumStability/Analysis/MatrixPowersSpijkerClosure.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersSpijkerPlanar	NumStability/Analysis/MatrixPowersSpijkerPlanar.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.MatrixPowersSpijkerRational	NumStability/Analysis/MatrixPowersSpijkerRational.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.NilpotentJordanChain	NumStability/Analysis/NilpotentJordanChain.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.NumericalRadius	NumStability/Analysis/NumericalRadius.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.OperatorLog	NumStability/Analysis/OperatorLog.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.PseudospectralLowerBound	NumStability/Analysis/PseudospectralLowerBound.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.PseudospectralPowerBound	NumStability/Analysis/PseudospectralPowerBound.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.PseudospectralResolvent	NumStability/Analysis/PseudospectralResolvent.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.RealInvariantSubspace	NumStability/Analysis/RealInvariantSubspace.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.RealQuasiSchur	NumStability/Analysis/RealQuasiSchur.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.RealSchurTriangulation	NumStability/Analysis/RealSchurTriangulation.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.ResolventFunctionalCalculus	NumStability/Analysis/ResolventFunctionalCalculus.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.SchurTriangulation	NumStability/Analysis/SchurTriangulation.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.SpijkerProjectionIntegral	NumStability/Analysis/SpijkerProjectionIntegral.lean	preserved-ch18	preserved earlier Chapter 18 work; integrator audits before reuse
NumStability.Analysis.SylvesterSchurExistence	NumStability/Analysis/SylvesterSchurExistence.lean	preserved-ch16	preserved earlier Chapter 16 work; integrator audits before reuse
