module	declaration	kind	visibility	destination	disposition
NumStability.Algorithms.Cholesky.CholeskyPerturbation	NumStability.diag_le_opNorm2Le	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.Perturbation.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.entrywise_matMul_le	theorem	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.HighamChapter10	NumStability.eps_tot_le_gamma_3n1	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.ErrorAnalysis.Certificates	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.exact_blockLDLT_all_oneByOne	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.ErrorAnalysis.BlockLDLTStep	relocated
NumStability.Algorithms.HighamChapter10	NumStability.exists_finiteMaxEigenvalue_eq	theorem	public	NumStability.Analysis.MatrixNorms.SpectralExtrema.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.exists_finiteMinEigenvalue_eq	theorem	public	NumStability.Analysis.MatrixNorms.SpectralExtrema.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.extendPerm	definition	public	NumStability.Algorithms.LinearSystems.Cholesky.PositiveSemidefinite.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.extendPerm_isPermutation	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.PositiveSemidefinite.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.extendPerm_succ	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.PositiveSemidefinite.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.extendPerm_zero	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.PositiveSemidefinite.Basic	relocated
NumStability.Algorithms.Cholesky.HighamMathiasSource	NumStability.finiteLoewnerLe_rightInverses_anti_of_smul_left	theorem	public	NumStability.Source.Higham.Chapter10.Equation29.Mathias.SourceIngredients	relocated
NumStability.Algorithms.HighamChapter10	NumStability.finiteMaxEigenvalue	definition	public	NumStability.Analysis.MatrixNorms.SpectralExtrema.Basic	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.finiteMaxEigenvalue_congr	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.Cholesky.HighamMathiasSource	NumStability.finiteMaxEigenvalue_congr_matrix	theorem	public	NumStability.Source.Higham.Chapter10.Equation29.Mathias.SourceIngredients	relocated
NumStability.Algorithms.HighamChapter10	NumStability.finiteMaxEigenvalue_ge_diag	theorem	public	NumStability.Analysis.MatrixNorms.SpectralExtrema.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.finiteMaxEigenvalue_leading_principal_le	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.finiteMaxEigenvalue_mono_of_quadForm_le	theorem	public	NumStability.Analysis.MatrixNorms.SpectralExtrema.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.finiteMaxEigenvalue_rayleigh	theorem	public	NumStability.Analysis.MatrixNorms.SpectralExtrema.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.finiteMaxEigenvalue_trailing_principal_le	theorem	public	NumStability.Analysis.MatrixNorms.SpectralExtrema.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.finiteMinEigenvalue	definition	public	NumStability.Analysis.MatrixNorms.SpectralExtrema.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.finiteMinEigenvalue_le	theorem	public	NumStability.Analysis.MatrixNorms.SpectralExtrema.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.finiteMinEigenvalue_leading_principal_ge	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.finiteMinEigenvalue_rayleigh	theorem	public	NumStability.Analysis.MatrixNorms.SpectralExtrema.Basic	relocated
NumStability.Algorithms.Cholesky.HighamMathiasSource	NumStability.finiteQuadraticForm_vec_add_of_symmetric	theorem	public	NumStability.Source.Higham.Chapter10.Equation29.Mathias.SourceIngredients	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.flBlockLDLTAllOneByOneBound	definition	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.flBlockLDLTOneByOneStageBound	definition	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.flBlockLDLTStoredAllOneByOneBound	definition	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.flSchurCompl	definition	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.flStoredSymSchurCompl	definition	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.flStoredSymSchurCompl_first_row_col	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.flStoredSymSchurCompl_symm	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.flStoredSymSchurDefect	definition	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_blockLDLT_all_oneByOne_bound	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_blockLDLT_oneByOne_stage_bound	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_blockLDLT_oneByOne_stage_bound_of_stored_schur	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_blockLDLT_pivot_col_bound	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_blockLDLT_pivot_row_bound	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_blockLDLT_stored_all_oneByOne_bound	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_blockLDLT_trailing_bound	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholEntry	definition	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholEntry_leading_principal	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholPivot	definition	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholPivot_leading_principal	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholSubFold	definition	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholSubFold_error	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholSubFold_pivot_lower	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_chol_diag_solve_form	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_chol_diag_step_error	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_chol_offdiag_solve_form	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_chol_offdiag_step_error	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky	definition	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_choleskyTrunc	definition	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_choleskyTrunc_backward_error	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_choleskyTrunc_gram	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_choleskyTrunc_gram_computed	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_backward_error	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_block_certificate	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_border_bound	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_colNormSq_le_stage	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_diag_eq	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_diag_pos_of_floor	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_entry_bound_stage	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_leading_principal	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_offdiag_eq	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_pivot_pos_step	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_pivot_pos_step_sharp	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_pivots_pos	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_pivots_pos_sharp	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.HighamChapter10	NumStability.fl_cholesky_pivots_pos_sharp_certified	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_strict_lower	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_truncated_border_demmel	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_truncated_bound	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_cholesky_truncated_demmel	theorem	public	NumStability.Algorithms.Cholesky.CholeskyFl	retained
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cpFactor_gram_backward_error	theorem	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cpFactor_rows_dominated	theorem	public	NumStability.Algorithms.Cholesky.CholeskyPSD	retained
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cpPivot	definition	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cpPivotFactor	definition	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cpPivotFactor_sequence_agrees	theorem	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cpPivotFactor_sequence_agrees_small	theorem	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cpPivot_sequence_agrees	theorem	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cpPivot_sequence_agrees_small	theorem	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cpRowOf	definition	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cpState	definition	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cpStateFactor	definition	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cpStateFactor_symm	theorem	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_cp_termination_trailing_bound	theorem	public	NumStability.Algorithms.Cholesky.CholeskyPSD	retained
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_factor_row_dominated	theorem	public	NumStability.Algorithms.Cholesky.CholeskyPSD	retained
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_oneByOne_schur_step_error	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_oneByOne_solve_backward_error	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_oneByOne_stage_trailing_error	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_schurStep	definition	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_schurStepFactor	definition	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_schurStepFactor_close	theorem	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_schurStepFactor_defect_bound	theorem	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_schurStepFactor_symm	theorem	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyPSD	NumStability.fl_schurStep_close	theorem	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.SchurComplement	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_sqrt_pos	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyDemmel	NumStability.fl_sqrt_sq_backward_error	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.ErrorAnalysis.Demmel	relocated
NumStability.Algorithms.Cholesky.CholeskyDemmel	NumStability.fl_sqrt_sq_backward_error_gamma	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.ErrorAnalysis.Demmel	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.fl_sub_fold_local_factors	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_schur_step_backward_error_of_sigma_bound	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Tridiagonal	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_schur_step_backward_error_uniform_bound	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Tridiagonal	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_schur_step_error	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Tridiagonal	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_schur_step_error_of_sigma_bound	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Tridiagonal	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_trailing_one_stage_bound	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Tridiagonal	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_trailing_one_stage_printed_bound	theorem	public	NumStability.Source.Higham.Chapter11.Theorem07.TridiagonalTwoByTwoResidual.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_trailing_one_stage_printed_bound_accumulate	theorem	public	NumStability.Source.Higham.Chapter11.Theorem07.TridiagonalTwoByTwoResidual.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_trailing_one_stage_printed_bound_accumulate_printed	theorem	public	NumStability.Source.Higham.Chapter11.Theorem07.TridiagonalTwoByTwoResidual.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_trailing_one_stage_printed_bound_embed	theorem	public	NumStability.Source.Higham.Chapter11.Theorem07.TridiagonalTwoByTwoResidual.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_trailing_one_stage_printed_bound_embed_support	theorem	public	NumStability.Source.Higham.Chapter11.Theorem07.TridiagonalTwoByTwoResidual.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_trailing_one_stage_printed_bound_embed_three	theorem	public	NumStability.Source.Higham.Chapter11.Theorem07.TridiagonalTwoByTwoResidual.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_trailing_recursive_residual_printed_bound_accumulate	theorem	public	NumStability.Source.Higham.Chapter11.Theorem07.TridiagonalTwoByTwoResidual.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_trailing_recursive_residual_printed_bound_accumulate_leadingBlockSupport	theorem	public	NumStability.Source.Higham.Chapter11.Theorem07.TridiagonalTwoByTwoResidual.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_trailing_subproblem_printed_bound_accumulate	theorem	public	NumStability.Source.Higham.Chapter11.Theorem07.TridiagonalTwoByTwoResidual.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.fl_tridiagonal_twoByTwo_trailing_subproblem_printed_bound_accumulate_leadingBlockSupport	theorem	public	NumStability.Source.Higham.Chapter11.Theorem07.TridiagonalTwoByTwoResidual.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.frobNormSq_le_of_opNorm2Le	theorem	public	NumStability.Analysis.MatrixNorms.EntrywiseAbsolute.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPerturbation	NumStability.frobNormSq_matMul_left_le	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.Perturbation.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPerturbation	NumStability.frobNormSq_matMul_right_le	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.Perturbation.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPerturbation	NumStability.frobNormSq_transpose_mul_self_le	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.Perturbation.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPerturbation	NumStability.frobNormSq_upHalf_le_half	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.Perturbation.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPerturbation	NumStability.frobNorm_congr	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.Perturbation.Basic	relocated
NumStability.Algorithms.Cholesky.HighamMathiasSource	NumStability.frobNorm_le_sqrt_nat_mul_opNorm2	theorem	public	NumStability.Source.Higham.Chapter10.Equation29.Mathias.SourceIngredients	relocated
NumStability.Algorithms.Cholesky.CholeskyPerturbation	NumStability.frobNorm_matMul_left_le	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.Perturbation.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPerturbation	NumStability.frobNorm_matMul_right_le	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.Perturbation.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPerturbation	NumStability.frobNorm_transpose_mul_self_le	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.Perturbation.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPerturbation	NumStability.frobNorm_upHalf_le	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.Perturbation.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.geom_growth_iterate	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyPerturbation	NumStability.gram_conj_isSymm	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.Perturbation.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.gram_quadForm_eq_sq_norm	theorem	public	NumStability.Analysis.MatrixNorms.EntrywiseAbsolute.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.gram_sum_stage_trunc	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyFl	NumStability.gram_sum_truncate	theorem	public	NumStability.Algorithms.LinearSystems.Cholesky.RoundedFactorization.Basic	relocated
NumStability.Algorithms.Cholesky.CholeskyIndefinite	NumStability.growth_balance_of_root	theorem	public	NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Pivoting.Basic	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CompletePivotedPSDExecutor	definition	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpBackwardError	definition	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpBudget	definition	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpBudget_properties	theorem	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpFactorResidual	definition	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpFirstStop?	definition	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpFirstStop?_eq_some	theorem	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpFirstStop?_spec	theorem	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpGram	definition	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpGramErrorBound	definition	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpGrowth	definition	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpPivotValue	definition	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpRoundUnit	definition	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpRow	definition	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpState	definition	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability.higham10CpState_close_of_smallness	theorem	public	NumStability.Source.Higham.Chapter10.Theorem14.CompletePivotedPSD.ActualRun	relocated
