format	1
NumStability.Ch11Closure.Aasen118Reduced.higham11_8_aasen_normwise_backward_error_of_reduced	NumStability.Algorithms.Cholesky.Aasen118ReducedCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.ReducedResidual	theorem	public
NumStability.higham11_5_rook_oneByOne_schur_growth	NumStability.Algorithms.Cholesky.Higham11RookSourceClosure	NumStability.Source.Higham.Chapter11.Section01.RookPivoting.SourceClosure	theorem	public
NumStability.higham11_5_rook_terminal_twoByTwo_condition_number_bound	NumStability.Algorithms.Cholesky.Higham11RookSourceClosure	NumStability.Source.Higham.Chapter11.Section01.RookPivoting.SourceClosure	theorem	public
NumStability.higham11_5_rook_theorem11_4_backward_error	NumStability.Algorithms.Cholesky.Higham11RookSourceClosure	NumStability.Source.Higham.Chapter11.Section01.RookPivoting.SourceClosure	theorem	public
NumStability.higham11_5_rook_theorem11_4_product_bound	NumStability.Algorithms.Cholesky.Higham11RookSourceClosure	NumStability.Source.Higham.Chapter11.Section01.RookPivoting.SourceClosure	theorem	public
NumStability.higham11_5_rook_twoByTwo_condition_number_bound	NumStability.Algorithms.Cholesky.Higham11RookSourceClosure	NumStability.Source.Higham.Chapter11.Section01.RookPivoting.SourceClosure	theorem	public
NumStability.higham11_5_rook_twoByTwo_schur_growth	NumStability.Algorithms.Cholesky.Higham11RookSourceClosure	NumStability.Source.Higham.Chapter11.Section01.RookPivoting.SourceClosure	theorem	public
NumStability.higham11_5_rook_twoByTwo_terminal_pivot_data	NumStability.Algorithms.Cholesky.Higham11RookSourceClosure	NumStability.Source.Higham.Chapter11.Section01.RookPivoting.SourceClosure	theorem	public
NumStability.higham11_5_sum_le_two_mul_of_two_index_support	NumStability.Algorithms.Cholesky.Higham11RookSourceClosure	NumStability.Source.Higham.Chapter11.Section01.RookPivoting.SourceClosure	theorem	public
NumStability.higham11_5_symmetricTwoByTwo_opNorm2Le_of_row_bounds	NumStability.Algorithms.Cholesky.Higham11RookSourceClosure	NumStability.Source.Higham.Chapter11.Section01.RookPivoting.SourceClosure	theorem	public
NumStability.higham11_9_firstColumnTailZero	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	definition	public
NumStability.higham11_9_skewActualPerm	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	definition	public
NumStability.higham11_9_skewActualPerm_injective	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	theorem	public
NumStability.higham11_9_skewActualPermutedMatrix	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	definition	public
NumStability.higham11_9_skewActualPermutedMatrix_isSkew	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	theorem	public
NumStability.higham11_9_skewActualPivotChoice_spec	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	theorem	public
NumStability.higham11_9_skewActualPivotSize	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	definition	public
NumStability.higham11_9_skewPairArgmax	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	definition	public
NumStability.higham11_9_skewPairArgmax_indices_of_pos	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	theorem	public
NumStability.higham11_9_skewPairArgmax_spec	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	theorem	public
NumStability.higham11_9_skewPairScore	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	definition	public
NumStability.higham11_9_skewPivotMagnitude	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	definition	public
NumStability.higham11_9_skewPivotMagnitude_eq_abs_entry_of_pos	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	theorem	public
NumStability.higham11_9_skewPivotMagnitude_pos_of_firstColumnTail_ne_zero	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	theorem	public
NumStability.higham11_9_skewPivotP	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	definition	public
NumStability.higham11_9_skewPivotQ	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	definition	public
NumStability.higham11_9_skewPivot_dominates_column_one	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	theorem	public
NumStability.higham11_9_skewPivot_dominates_column_zero	NumStability.Algorithms.Cholesky.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ActualSelector	theorem	public
NumStability.Higham11ExactSkewTrace	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	inductive	public
NumStability.Higham11ExactSkewTrace.below	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.brecOn	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.brecOn.eq	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.brecOn.go	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.casesOn	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.ctorElim	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.ctorElimType	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.ctorIdx	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.firstPerm	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.firstPerm_injective	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.firstPermuted_isSkew	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.growthUpdates	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.isSkew	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.nil	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	constructor	public
NumStability.Higham11ExactSkewTrace.nil.elim	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.nil.noConfusion	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.nil.sizeOf_spec	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.noAction	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	constructor	public
NumStability.Higham11ExactSkewTrace.noAction.elim	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.noAction.inj	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.noAction.injEq	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.noAction.noConfusion	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.noAction.sizeOf_spec	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.noConfusion	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.noConfusionType	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.rec	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	recursor	public
NumStability.Higham11ExactSkewTrace.recOn	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.singleton	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	constructor	public
NumStability.Higham11ExactSkewTrace.singleton.elim	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.singleton.noConfusion	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.singleton.sizeOf_spec	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.singleton_maxEntryNorm_eq_zero	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.stageGrowthFactor_printed_bound	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.stageMax_le_growth_pow	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.stageMax_le_printed_sqrt_growth	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.stageMaxes	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.stageMaxes_eq_zero_of_dimension_le_one	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.two	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	constructor	public
NumStability.Higham11ExactSkewTrace.two.elim	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.two.inj	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.two.injEq	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.two.noConfusion	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.two.sizeOf_spec	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.twoPivots	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.two_mul_growthUpdates_le_sub_two	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.two_mul_twoPivots_le_dimension	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11ExactSkewTrace.widths	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.Higham11ExactSkewTrace.widths_sum	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.Higham11SkewMatrix	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.higham11_9_exactSkewTrace	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.higham11_9_exactSkewTrace_printed_unit_multiplier_claim_is_false	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_noAction_offDiagonal_zero	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_nonempty_exactSkewTrace	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_skewActualPerm_one_of_pos	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_skewActualPerm_zero_of_pos	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_skewActualPermuted_pivot_eq_selected	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_skewActualPermuted_pivot_ne_zero	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_skewActualPermuted_trailing_column_zero_le_pivot	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_skewActualSchurTwo	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.higham11_9_skewActualSchurTwo_entry_bound	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_skewActualSchurTwo_isSkew	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_skewActualSchurTwo_maxEntryNorm_le	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_skewNoActionTail	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	definition	public
NumStability.higham11_9_skewNoActionTail_isSkew	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_skewNoActionTail_maxEntryNorm_le	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_skewPivot_dominates_selected_column	NumStability.Algorithms.Cholesky.Higham11SkewExactTrace	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.ExactTrace	theorem	public
NumStability.higham11_9_coupled_skew_schur_entry_bound	NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.SourceCorrection	theorem	public
NumStability.higham11_9_globalMaxPivot_bounds_both_multipliers	NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.SourceCorrection	theorem	public
NumStability.higham11_9_printed_twoColumn_search_does_not_bound_multipliers	NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.SourceCorrection	theorem	public
NumStability.higham11_9_twoColumnCounterexample	NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.SourceCorrection	definition	public
NumStability.higham11_9_twoColumnCounterexampleInv	NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.SourceCorrection	definition	public
NumStability.higham11_9_twoColumnCounterexample_argmax	NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.SourceCorrection	theorem	public
NumStability.higham11_9_twoColumnCounterexample_mul_inv	NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.SourceCorrection	theorem	public
NumStability.higham11_9_twoColumnCounterexample_nonsingular	NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.SourceCorrection	theorem	public
NumStability.higham11_9_twoColumnCounterexample_pivotMagnitude	NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.SourceCorrection	theorem	public
NumStability.higham11_9_twoColumnCounterexample_skew	NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.SourceCorrection	theorem	public
_private.<module>.NumStability.higham11_9_twoColumnCounterexample_score_eq_two	NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.SourceCorrection	theorem	private
_private.<module>.NumStability.higham11_9_twoColumnCounterexample_score_le_two	NumStability.Algorithms.Cholesky.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Section03.SkewSymmetric.SourceCorrection	theorem	private
NumStability.Ch11Closure.TwoStep.DenseAcceptance	NumStability.Algorithms.Cholesky.TwoByTwoSchurStepCh11Closure	NumStability.Source.Higham.Chapter11.Section01.BlockLDLT.TwoByTwoSchurStep	definition	public
NumStability.Ch11Closure.TwoStep.FlMixedPivots_of_denseAcceptance	NumStability.Algorithms.Cholesky.TwoByTwoSchurStepCh11Closure	NumStability.Source.Higham.Chapter11.Section01.BlockLDLT.TwoByTwoSchurStep	theorem	public
NumStability.Ch11Closure.TwoStep.cube_sub_one_le_two_gamma3	NumStability.Algorithms.Cholesky.TwoByTwoSchurStepCh11Closure	NumStability.Source.Higham.Chapter11.Section01.BlockLDLT.TwoByTwoSchurStep	theorem	public
NumStability.Ch11Closure.TwoStep.fl_twoByTwo_stage_trailing_bound	NumStability.Algorithms.Cholesky.TwoByTwoSchurStepCh11Closure	NumStability.Source.Higham.Chapter11.Section01.BlockLDLT.TwoByTwoSchurStep	theorem	public
NumStability.Ch11Closure.TwoStep.fl_twoByTwo_stage_trailing_bound_five	NumStability.Algorithms.Cholesky.TwoByTwoSchurStepCh11Closure	NumStability.Source.Higham.Chapter11.Section01.BlockLDLT.TwoByTwoSchurStep	theorem	public
NumStability.Ch11Closure.TwoStep.higham11_3_block_ldlt_mixed_printed_of_acceptance	NumStability.Algorithms.Cholesky.TwoByTwoSchurStepCh11Closure	NumStability.Source.Higham.Chapter11.Section01.BlockLDLT.TwoByTwoSchurStep	theorem	public
NumStability.Ch11Closure.TwoStep.round_residual_bound	NumStability.Algorithms.Cholesky.TwoByTwoSchurStepCh11Closure	NumStability.Source.Higham.Chapter11.Section01.BlockLDLT.TwoByTwoSchurStep	theorem	public
NumStability.Ch11Closure.TwoStep.schur2_dot_residual	NumStability.Algorithms.Cholesky.TwoByTwoSchurStepCh11Closure	NumStability.Source.Higham.Chapter11.Section01.BlockLDLT.TwoByTwoSchurStep	theorem	public
NumStability.higham11_10_aasenH	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_10_aasenH_band	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_11_AasenSpec_identity_aasenH_diagonal_eq_T_add_prev	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_11_AasenSpec_identity_aasenH_diagonal_eq_T_of_zero	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_11_fl_aasenComputedTRecoveries	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_11_fl_aasenComputedTRecoveries_abs_error_of_local_bounds	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_11_fl_aasenComputedTRecoveries_diagonal_relative_error_of_first_H_budget_and_successor_bounds	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_11_fl_aasenComputedTRecoveries_relative_error_of_local_bounds	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_11_fl_aasenComputedTRecoveries_successor_diagonal_abs_error_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_11_fl_aasenComputedTRecoveries_successor_diagonal_relative_error_of_budget	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_11_fl_aasenComputedTRecoveries_symTridiagonal	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_11_fl_aasenComputedTRecoveries_symmetric	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_11_fl_aasenComputedTRecoveries_tridiagonal	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_11_fl_aasenDiagonalTRecover	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_11_fl_aasenDiagonalTRecover_abs_error_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_11_fl_aasenDiagonalTRecover_rel_error	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_12_aasenDiagonalEquation	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_12_aasen_diagonal_equation_of_product	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_12_fl_aasenDiagonalH	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_12_fl_aasenDiagonalSourcePrefixDot	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_12_fl_aasen_diagonal_formed_sum_abs_error_of_exact_recurrence	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_12_fl_aasen_diagonal_formed_sum_rel_error_of_exact_recurrence	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_12_fl_aasen_diagonal_source_prefix_dot_abs_error	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
NumStability.higham11_13_aasenSubdiagonalEquation	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	definition	public
NumStability.higham11_13_aasen_subdiagonal_equation_of_product	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section02.Aasen.Core	theorem	public
