module	path	wave_id	lane_id	inventory_source	frozen_proposed_tier	frozen_proposed_family	review_status
NumStability.Algorithms.MatrixInversionMethod2BInstance	NumStability/Algorithms/MatrixInversionMethod2BInstance.lean	W08	remote-lane	frozen-proposal	reusable	NumStability.Algorithms.MatrixInversionMethod2BInstance	frozen_proposal_requires_refresh
NumStability.Algorithms.MatrixPowers	NumStability/Algorithms/MatrixPowers.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Algorithms.MatrixPowersComplex	NumStability/Algorithms/MatrixPowersComplex.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Algorithms.MatrixPowersJordan	NumStability/Algorithms/MatrixPowersJordan.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Algorithms.MatrixPowersLp	NumStability/Algorithms/MatrixPowersLp.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Algorithms.MatrixPowersLpJordan	NumStability/Algorithms/MatrixPowersLpJordan.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Algorithms.MatrixPowersPseudospectral	NumStability/Algorithms/MatrixPowersPseudospectral.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Algorithms.MatrixPowersPseudospectralCriterion	NumStability/Algorithms/MatrixPowersPseudospectralCriterion.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Algorithms.MatrixPowersSpectral	NumStability/Algorithms/MatrixPowersSpectral.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Algorithms.NeumaierCompensatedFiniteFormat	NumStability/Algorithms/NeumaierCompensatedFiniteFormat.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Algorithms.NeumaierCompensatedFiniteFormat	semantic_review_required
NumStability.Algorithms.Norm2	NumStability/Algorithms/Norm2.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Algorithms.Norm2	frozen_proposal_requires_refresh
NumStability.Algorithms.OrderingExamples	NumStability/Algorithms/OrderingExamples.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Review	frozen_proposal_requires_refresh
NumStability.Algorithms.OuterProduct	NumStability/Algorithms/OuterProduct.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Algorithms.OuterProduct	frozen_proposal_requires_refresh
NumStability.Algorithms.PNormPowerMethod	NumStability/Algorithms/PNormPowerMethod.lean	W10	remote-lane	frozen-proposal	mixed_pending_split	NumStability.Algorithms.NormEstimation + NumStability.Source.Higham.Chapter15	frozen_proposal_requires_refresh
NumStability.Algorithms.PNormPowerMethodGeneralP	NumStability/Algorithms/PNormPowerMethodGeneralP.lean	W10	remote-lane	frozen-proposal	mixed_pending_split	NumStability.Algorithms.NormEstimation + NumStability.Source.Higham.Chapter15	frozen_proposal_requires_refresh
NumStability.Algorithms.PNormPowerMethodRect	NumStability/Algorithms/PNormPowerMethodRect.lean	W10	remote-lane	frozen-proposal	mixed_pending_split	NumStability.Algorithms.NormEstimation + NumStability.Source.Higham.Chapter15	frozen_proposal_requires_refresh
NumStability.Algorithms.PriestAccuracy	NumStability/Algorithms/PriestAccuracy.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Algorithms.PriestAccuracy	frozen_proposal_requires_refresh
NumStability.Algorithms.PriestDefectBounded	NumStability/Algorithms/PriestDefectBounded.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Algorithms.PriestDefectBounded	frozen_proposal_requires_refresh
NumStability.Algorithms.PriestFiniteFormat	NumStability/Algorithms/PriestFiniteFormat.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Algorithms.PriestFiniteFormat	semantic_review_required
NumStability.Algorithms.Quadrature	NumStability/Algorithms/Quadrature.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Algorithms.Quadrature	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA	NumStability/Algorithms/RandNLA.lean	W11	local-lane	frozen-proposal	aggregate	NumStability.Algorithms.RandNLA	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.ElementwiseSampling	NumStability/Algorithms/RandNLA/ElementwiseSampling.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability/Algorithms/RandNLA/ElementwiseSpectral.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	semantic_review_required
NumStability.Algorithms.RandNLA.ElementwiseTraceMGF	NumStability/Algorithms/RandNLA/ElementwiseTraceMGF.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.HitCountConcentration	NumStability/Algorithms/RandNLA/HitCountConcentration.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability/Algorithms/RandNLA/LeastSquaresSketch.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.LowRankApprox	NumStability/Algorithms/RandNLA/LowRankApprox.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	semantic_review_required
NumStability.Algorithms.RandNLA.Preconditioning	NumStability/Algorithms/RandNLA/Preconditioning.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.RowSampling	NumStability/Algorithms/RandNLA/RowSampling.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability/Algorithms/RandNLA/RowSamplingGram.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.RowSamplingLeverage	NumStability/Algorithms/RandNLA/RowSamplingLeverage.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.RowSamplingLeverageComputedBasis	NumStability/Algorithms/RandNLA/RowSamplingLeverageComputedBasis.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.RowSamplingLeverageMGF	NumStability/Algorithms/RandNLA/RowSamplingLeverageMGF.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability/Algorithms/RandNLA/RowSamplingTraceMGF.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability/Algorithms/RandNLA/UniformRowSampling.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.UniformRowSamplingComposition	NumStability/Algorithms/RandNLA/UniformRowSamplingComposition.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability/Algorithms/RandNLA/UniformRowSamplingFP.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RandNLA.UniformRowSamplingMGF	NumStability/Algorithms/RandNLA/UniformRowSamplingMGF.lean	W11	local-lane	frozen-proposal	reusable	NumStability.Algorithms.RandomizedLinearAlgebra	frozen_proposal_requires_refresh
NumStability.Algorithms.RankOneUpdate	NumStability/Algorithms/RankOneUpdate.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Algorithms.RankOneUpdate	frozen_proposal_requires_refresh
NumStability.Algorithms.SquareDifference	NumStability/Algorithms/SquareDifference.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Algorithms.SquareDifference	frozen_proposal_requires_refresh
NumStability.Algorithms.StationaryIteration	NumStability/Algorithms/StationaryIteration.lean	W07	local-lane	frozen-proposal	mixed_pending_split	NumStability.Algorithms.LinearSystems.Iterative + NumStability.Source.Higham.Chapter17	frozen_proposal_requires_refresh
NumStability.Algorithms.StationaryIterationDrazin	NumStability/Algorithms/StationaryIterationDrazin.lean	W07	local-lane	frozen-proposal	reusable	NumStability.Algorithms.StationaryIterationDrazin	frozen_proposal_requires_refresh
NumStability.Algorithms.StationaryIterationRounded	NumStability/Algorithms/StationaryIterationRounded.lean	W07	local-lane	frozen-proposal	reusable	NumStability.Algorithms.StationaryIterationRounded	frozen_proposal_requires_refresh
NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability/Algorithms/StationaryIterationSemiconvergent.lean	W07	local-lane	frozen-proposal	reusable	NumStability.Algorithms.StationaryIterationSemiconvergent	frozen_proposal_requires_refresh
NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability/Algorithms/StationaryIterationSemiconvergentExistence.lean	W07	local-lane	frozen-proposal	reusable	NumStability.Algorithms.StationaryIterationSemiconvergentExistence	frozen_proposal_requires_refresh
NumStability.Algorithms.Sylvester.Higham16	NumStability/Algorithms/Sylvester/Higham16.lean	W05	local-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16AutoCondition	NumStability/Algorithms/Sylvester/Higham16AutoCondition.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16Eq9Assembly	NumStability/Algorithms/Sylvester/Higham16Eq9Assembly.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16Eq9EndToEnd	NumStability/Algorithms/Sylvester/Higham16Eq9EndToEnd.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16HessenbergRounded	NumStability/Algorithms/Sylvester/Higham16HessenbergRounded.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16HessenbergSchur	NumStability/Algorithms/Sylvester/Higham16HessenbergSchur.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16Lyapunov	NumStability/Algorithms/Sylvester/Higham16Lyapunov.lean	W05	local-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16LyapunovSigmaMin	NumStability/Algorithms/Sylvester/Higham16LyapunovSigmaMin.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16Minimizers	NumStability/Algorithms/Sylvester/Higham16Minimizers.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16NormEstimator	NumStability/Algorithms/Sylvester/Higham16NormEstimator.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16PerturbationSigmaMin	NumStability/Algorithms/Sylvester/Higham16PerturbationSigmaMin.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16PivotedSmallBlocks	NumStability/Algorithms/Sylvester/Higham16PivotedSmallBlocks.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16Problem16_2	NumStability/Algorithms/Sylvester/Higham16Problem16_2.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16Psi	NumStability/Algorithms/Sylvester/Higham16Psi.lean	W05	local-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16PsiSigmaMin	NumStability/Algorithms/Sylvester/Higham16PsiSigmaMin.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16QuasiQuasiRounded	NumStability/Algorithms/Sylvester/Higham16QuasiQuasiRounded.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16QuasiQuasiSylvester	NumStability/Algorithms/Sylvester/Higham16QuasiQuasiSylvester.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16QuasiRoundedSolve	NumStability/Algorithms/Sylvester/Higham16QuasiRoundedSolve.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16QuasiRoundedSylvester	NumStability/Algorithms/Sylvester/Higham16QuasiRoundedSylvester.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16RoundedExecutor	NumStability/Algorithms/Sylvester/Higham16RoundedExecutor.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16RoundedTriangular	NumStability/Algorithms/Sylvester/Higham16RoundedTriangular.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16Spectrum	NumStability/Algorithms/Sylvester/Higham16Spectrum.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16SpectrumMinimizers	NumStability/Algorithms/Sylvester/Higham16SpectrumMinimizers.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16VecNorm	NumStability/Algorithms/Sylvester/Higham16VecNorm.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.Higham16VecPermutationNotes	NumStability/Algorithms/Sylvester/Higham16VecPermutationNotes.lean	W06	remote-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.SylvesterBackward	NumStability/Algorithms/Sylvester/SylvesterBackward.lean	W05	local-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.SylvesterPerturbation	NumStability/Algorithms/Sylvester/SylvesterPerturbation.lean	W05	local-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.Sylvester.SylvesterSpec	NumStability/Algorithms/Sylvester/SylvesterSpec.lean	W05	local-lane	preserved-ch16	unreviewed	preserved-ch16	family_migration_required
NumStability.Algorithms.TestMatrices.Higham28	NumStability/Algorithms/TestMatrices/Higham28.lean	W09	local-lane	frozen-proposal	mixed_pending_split	NumStability.Analysis.TestMatrices + NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Asymptotics	NumStability/Algorithms/TestMatrices/Higham28Asymptotics.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Cauchy	NumStability/Algorithms/TestMatrices/Higham28Cauchy.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability/Algorithms/TestMatrices/Higham28Companion.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability/Algorithms/TestMatrices/Higham28CompanionSpectral.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability/Algorithms/TestMatrices/Higham28Contracts.lean	W09	local-lane	frozen-proposal	mixed_pending_split	NumStability.Analysis.TestMatrices + NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Exact	NumStability/Algorithms/TestMatrices/Higham28Exact.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GaussianDirection	NumStability/Algorithms/TestMatrices/Higham28GaussianDirection.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability/Algorithms/TestMatrices/Higham28GaussianOrthogonal.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability/Algorithms/TestMatrices/Higham28GaussianQRHaar.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability/Algorithms/TestMatrices/Higham28Ginibre.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability/Algorithms/TestMatrices/Higham28GinibreAbsoluteDetRecurrence.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreAtlas	NumStability/Algorithms/TestMatrices/Higham28GinibreAtlas.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability/Algorithms/TestMatrices/Higham28GinibreCharacteristicProduct.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability/Algorithms/TestMatrices/Higham28GinibreComplexPairs.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreCorollary31Factor	NumStability/Algorithms/TestMatrices/Higham28GinibreCorollary31Factor.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantIntegral	NumStability/Algorithms/TestMatrices/Higham28GinibreDeterminantIntegral.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability/Algorithms/TestMatrices/Higham28GinibreDeterminantMoment.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability/Algorithms/TestMatrices/Higham28GinibreDimensionTwo.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreExpectationGlue	NumStability/Algorithms/TestMatrices/Higham28GinibreExpectationGlue.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability/Algorithms/TestMatrices/Higham28GinibreFiniteFormula.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	NumStability/Algorithms/TestMatrices/Higham28GinibreGaussianBridge.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibreIncidence.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	NumStability/Algorithms/TestMatrices/Higham28GinibreIntegral.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity	NumStability/Algorithms/TestMatrices/Higham28GinibreJointDensity.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	NumStability/Algorithms/TestMatrices/Higham28GinibreMeasure.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreMultiplicity	NumStability/Algorithms/TestMatrices/Higham28GinibreMultiplicity.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability/Algorithms/TestMatrices/Higham28GinibreOrthogonalFiber.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreParity	NumStability/Algorithms/TestMatrices/Higham28GinibreParity.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability/Algorithms/TestMatrices/Higham28GinibrePlaneChart.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibrePlaneIncidence.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	NumStability/Algorithms/TestMatrices/Higham28GinibrePlaneSylvester.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	NumStability/Algorithms/TestMatrices/Higham28GinibreProjectiveIntegral.lean	W09	local-lane	frozen-proposal	mixed_pending_split	NumStability.Analysis.TestMatrices + NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	NumStability/Algorithms/TestMatrices/Higham28GinibreRecurrence.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability/Algorithms/TestMatrices/Higham28GinibreRoots.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedConclusion.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedExpectation.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedGaussian.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedIncidence.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidenceAlgebra	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedIncidenceAlgebra.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedKernel	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedKernel.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedRank.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedRankTransfer.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedScalar	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedScalar.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability/Algorithms/TestMatrices/Higham28GinibreTraceDensity.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibreTruncatedIncidence.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28HilbertAsymptotic	NumStability/Algorithms/TestMatrices/Higham28HilbertAsymptotic.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability/Algorithms/TestMatrices/Higham28HilbertCondition.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Moments	NumStability/Algorithms/TestMatrices/Higham28Moments.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability/Algorithms/TestMatrices/Higham28OrthogonalCoordinates.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability/Algorithms/TestMatrices/Higham28OrthogonalFibers.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28OrthogonalHaar	NumStability/Algorithms/TestMatrices/Higham28OrthogonalHaar.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
