module	path	base_blob_oid	current_tier	debt_flags	phase_scope	lane_id	wave_id	planned_actions	rationale
NumStability.Algorithms.HighamChapter12Problem12_2	NumStability/Algorithms/HighamChapter12Problem12_2.lean	a9a7937cb395e5f2fa6c34ad3fff9baf152c1c69	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter15BoydBridges	NumStability/Algorithms/HighamChapter15BoydBridges.lean	59c3f63155e38b1f7b616341d24fe7c36267df18	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;migrate;rename;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	NumStability/Algorithms/HighamChapter15BoydConcreteLemma3.lean	d40f9a107e7bc69f3c56089996a8e1ceee0beb8f	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;migrate;rename;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.HighamChapter15BoydLocalStability	NumStability/Algorithms/HighamChapter15BoydLocalStability.lean	1c5c96039d730e3bbdcacaecd03200aa4d45a13e	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;migrate;rename;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.HighamChapter15BoydRowwiseDomain	NumStability/Algorithms/HighamChapter15BoydRowwiseDomain.lean	fb9312b232c5d2d9956a1c5efc81f1b4b3a4aaf1	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;migrate;rename;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.HighamChapter15BoydScalar	NumStability/Algorithms/HighamChapter15BoydScalar.lean	4c0603c06a1ee64bf46635efe8cf08c1df5d7957	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;document;migrate;rename;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.HighamChapter15BoydSourceClosure	NumStability/Algorithms/HighamChapter15BoydSourceClosure.lean	767769c85aa2df74a27a061edf5c1e9ad11a064c	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.HighamChapter15BoydSourceDomain	NumStability/Algorithms/HighamChapter15BoydSourceDomain.lean	76f669e32099a7b693cb5d18dd82a7cab84ffbfe	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;migrate;rename;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.HighamChapter15BoydSourceLocal	NumStability/Algorithms/HighamChapter15BoydSourceLocal.lean	a81813d4c78e1c9102d8579b7dade9b4b9bf43c7	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;migrate;rename;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.HighamChapter15BoydSourceSecondDerivative	NumStability/Algorithms/HighamChapter15BoydSourceSecondDerivative.lean	449994a3131194cc48e83d57a587c8fb8fe4bfaa	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;document;migrate;rename;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.HighamChapter15BoydUniqueness	NumStability/Algorithms/HighamChapter15BoydUniqueness.lean	3bf9bf460258222ff46fd8c3b6da1006ee2ff497	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;document;migrate;rename;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.HighamChapter15Ch7PracticalBoundBridge	NumStability/Algorithms/HighamChapter15Ch7PracticalBoundBridge.lean	df22090ef74f5f85b8b04dc21bc3886deeea4a8b	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter15ConvergenceProse	NumStability/Algorithms/HighamChapter15ConvergenceProse.lean	d693c166bcb20fa96f62278927bccb60f00fb6d5	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;migrate;rename;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.HighamChapter15RectTermination	NumStability/Algorithms/HighamChapter15RectTermination.lean	47bffc674289117830c9c4aaead73ed784e3abf5	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;migrate;rename;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.HighamChapter3NoGuardDotBridge	NumStability/Algorithms/HighamChapter3NoGuardDotBridge.lean	e1dc15b4726c3b365197d5b5824f6b07fbea3eab	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter4KaoWangScope	NumStability/Algorithms/HighamChapter4KaoWangScope.lean	9e961b317de497c29d67e2334ba73077e4cf7123	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter5ComplexAlgorithm51	NumStability/Algorithms/HighamChapter5ComplexAlgorithm51.lean	127c0da5830d262cc402f8be99fa2fa69eafdee3	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W12	classify;migrate;rename;split	Exact unclassified inventory; dependency wave W12.
NumStability.Algorithms.HighamChapter8	NumStability/Algorithms/HighamChapter8.lean	3d6edf244b0e98c08d1d2f7a8a47299de4b8d2af	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W02	classify;migrate;rename	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.HighamChapter8FanInClosure	NumStability/Algorithms/HighamChapter8FanInClosure.lean	db42ea864372d91d4627e60ff2fb8522abfee784	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W02	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.HighamChapter8Lemma88SourceDiscrepancy	NumStability/Algorithms/HighamChapter8Lemma88SourceDiscrepancy.lean	e823d6de3e97200d6e86e21dbcbb03c0f8e24918	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter9	NumStability/Algorithms/HighamChapter9.lean	cfad22e520d9781aaf7cfcdd832d34db7307074c	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter9CompletePivotSharpClosure	NumStability/Algorithms/HighamChapter9CompletePivotSharpClosure.lean	1bbcd65090c605b9190a26fe40004c06555c9222	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter9ComplexClosure	NumStability/Algorithms/HighamChapter9ComplexClosure.lean	572954893ccec5d6879bc188457b238cb5229df3	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter9ComputedCorrection	NumStability/Algorithms/HighamChapter9ComputedCorrection.lean	2aee0b6080d1b7f1d6d7d78f56dd3f94768446a8	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter9DoolittleClosure	NumStability/Algorithms/HighamChapter9DoolittleClosure.lean	98cf7ee3093063dd317731ca626eec711616287a	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter9Theorem914Actual	NumStability/Algorithms/HighamChapter9Theorem914Actual.lean	cbaa568255595929351c3085c899f019875e2180	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter9Theorem914DiagDominant	NumStability/Algorithms/HighamChapter9Theorem914DiagDominant.lean	a8a6b702d1f2842b0fec7ecaae5cd66c1d2f0699	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter9Theorem914Primitive	NumStability/Algorithms/HighamChapter9Theorem914Primitive.lean	e592b343cc28f28cc4de276ef3515c619a3f5c37	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter9Theorem97Classification	NumStability/Algorithms/HighamChapter9Theorem97Classification.lean	bb80f6d12299eeeaa6fa8862195f187097cfec1a	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter9Theorem99Closure	NumStability/Algorithms/HighamChapter9Theorem99Closure.lean	88f30f8def63559bc6b3ae62308009f9bb992388	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapter9Theorem99ComplexClosure	NumStability/Algorithms/HighamChapter9Theorem99ComplexClosure.lean	e27b9626223e578e3d1e1181cd3c91b9f0558e69	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.HighamChapters1To9SourceClosure	NumStability/Algorithms/HighamChapters1To9SourceClosure.lean	569b5286f9efcf748d3e7f966298eae36562d821	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W12	classify;migrate;rename	Exact unclassified inventory; dependency wave W12.
NumStability.Algorithms.HighamLemma88Entrywise	NumStability/Algorithms/HighamLemma88Entrywise.lean	51ced1782544b5c1d1e6876e3287f6470d041456	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W12	classify;document;migrate	Exact unclassified inventory; dependency wave W12.
NumStability.Algorithms.Horner	NumStability/Algorithms/Horner.lean	7109140b840fa9c553c4dddedba9ed39183e993c	unclassified	unclassified_modules	in_scope	remote-lane	W12	classify;migrate;split	Exact unclassified inventory; dependency wave W12.
NumStability.Algorithms.InsertionSum	NumStability/Algorithms/InsertionSum.lean	d9c4860c5e04b7042a65fa1dbd92cf4263da8b42	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.InverseBounds	NumStability/Algorithms/InverseBounds.lean	d2ae35478f18bda26e0ec46ada06c705f9da1129	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.IterativeRefinement	NumStability/Algorithms/IterativeRefinement.lean	a5489869b6a8ca036142f5395a6ff7a29964e3b9	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W02	classify;document;split	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.KahanAbsolute	NumStability/Algorithms/KahanAbsolute.lean	891149bf6f7864cf14d26aeba37aa0eca5426d5a	unclassified	unclassified_modules	in_scope	remote-lane	W12	classify;migrate	Exact unclassified inventory; dependency wave W12.
NumStability.Algorithms.KahanCompensatedFiniteFormat	NumStability/Algorithms/KahanCompensatedFiniteFormat.lean	15ba598696087c9de39de2562d6e444888840280	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.BlockLU	NumStability/Algorithms/LU/BlockLU.lean	2d0566211b1ab536c0441f53367686665b2cd808	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.BlockLUArbitraryNormSourceClosure	NumStability/Algorithms/LU/BlockLUArbitraryNormSourceClosure.lean	98b31441556782532d29801b17bc6b1c323b0a05	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.BlockLUComputationSourceClosure	NumStability/Algorithms/LU/BlockLUComputationSourceClosure.lean	51b7ffa87ce60460e7441542e9b8d29c75ab9bfd	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.BlockLUFirstOrderFamilies	NumStability/Algorithms/LU/BlockLUFirstOrderFamilies.lean	7718f16adfd10a9b5d862128186c479ae27b63b7	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.BlockLUPointRowGrowthSourceClosure	NumStability/Algorithms/LU/BlockLUPointRowGrowthSourceClosure.lean	f34b41d18839f15c7abab0896ab9956cfa410c93	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.BlockLURowSourceClosure	NumStability/Algorithms/LU/BlockLURowSourceClosure.lean	4bf681b6d33d9f20099d2b0a16f079b6701d4d6f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.BlockLUSPDFamilies	NumStability/Algorithms/LU/BlockLUSPDFamilies.lean	928421b7882ae286cf1a10fb27e3cc36945db829	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.BlockLUSPDSourceClosure	NumStability/Algorithms/LU/BlockLUSPDSourceClosure.lean	b40cf67e5931be305f63af0b542165d2b0bd14f4	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.BlockLUScalarGrowthBridge	NumStability/Algorithms/LU/BlockLUScalarGrowthBridge.lean	ba0cd8708fbf435734e34a190f24012226c00af3	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.BlockLUSourceClosure	NumStability/Algorithms/LU/BlockLUSourceClosure.lean	5f7ba7ee24860b5ca31675405b01ddd335778b53	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.BlockLUTable13_1Families	NumStability/Algorithms/LU/BlockLUTable13_1Families.lean	be52067f07af61ff64959f8d8f943fff4fc17c07	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.BlockLUVarying	NumStability/Algorithms/LU/BlockLUVarying.lean	78c32470f03dc77df16dbd4610e47e366c1d2574	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.Doolittle	NumStability/Algorithms/LU/Doolittle.lean	500c5d68436ed4bf04c21f1f553cde616d8361fd	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W02	classify;document;split	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.LU.GaussianElimination	NumStability/Algorithms/LU/GaussianElimination.lean	6807361022437155d689555fc237bc2a5ae26025	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W02	classify;document	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.LU.GrowthFactor	NumStability/Algorithms/LU/GrowthFactor.lean	aec1bb3643a216573dcd8edaf3e660f29dea396b	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W02	classify;document	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.LU.Higham13DemmelSharpMultiplier	NumStability/Algorithms/LU/Higham13DemmelSharpMultiplier.lean	8dbcdaa7e569fed9de0dce30d350615c1c03892b	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LU.Higham15Problem15_4	NumStability/Algorithms/LU/Higham15Problem15_4.lean	66cc703cd3d16828cbf407f55f9e365e14b40e39	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.LU.Higham15Problem15_6	NumStability/Algorithms/LU/Higham15Problem15_6.lean	983bfbd83e38156dc0cc6cf29c97ab41e2dfed26	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;migrate;rename	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.LU.Higham15Problem15_6Closure	NumStability/Algorithms/LU/Higham15Problem15_6Closure.lean	3867c59e0d6d11020abf3b1fff0f61212ac40a67	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.LU.Higham15Problem15_6Operational	NumStability/Algorithms/LU/Higham15Problem15_6Operational.lean	a0920784cae6e635850e36c5481606ba47163ca4	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.LU.LUSolve	NumStability/Algorithms/LU/LUSolve.lean	8e6b9ecee5455677705fb6329473e705b8b62428	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W02	classify;document	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.LU.SpecialMatrices	NumStability/Algorithms/LU/SpecialMatrices.lean	de57a95b4b1835881a365432213fe2c025a7ab70	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W02	classify;document	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.LU.Tridiagonal	NumStability/Algorithms/LU/Tridiagonal.lean	13995f080bd4f7053965ecd0a2c8a79598e07d07	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W02	classify;document	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.LU.TridiagonalCond	NumStability/Algorithms/LU/TridiagonalCond.lean	ade0ff397f2a53350b3a35adbacab7555c3a8283	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W02	classify;document	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.LU.TridiagonalCondCh15	NumStability/Algorithms/LU/TridiagonalCondCh15.lean	b82d6e6144d6cc229033ab54e2397d42dffd0bb8	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W10	classify;document;migrate	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	NumStability/Algorithms/LU/TridiagonalCondCh15Closure.lean	13889a51ff01ce2a6d4cb7acd0f0f6bc6eab6819	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.LU.TridiagonalCondCh15IkebeClosure	NumStability/Algorithms/LU/TridiagonalCondCh15IkebeClosure.lean	d513bb8fea4efb18066ae3fa96b46d0f90c3f45f	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.LU.TridiagonalRecurrence	NumStability/Algorithms/LU/TridiagonalRecurrence.lean	0ad67c79a25c5efb5b9d1a041eeda9aa0299da07	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W02	classify;document	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.LeastSquares.Higham20Algorithms	NumStability/Algorithms/LeastSquares/Higham20Algorithms.lean	02f480e3b2d929c028701d26ccb71420f1000b56	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20AlternativeBound	NumStability/Algorithms/LeastSquares/Higham20AlternativeBound.lean	f6bb1f87c7f637aceda90e206989e73624f34088	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20CrossProductExample	NumStability/Algorithms/LeastSquares/Higham20CrossProductExample.lean	5128bf6f32a2e17c9eaf20de50e22b55312541f4	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20EliminationActual	NumStability/Algorithms/LeastSquares/Higham20EliminationActual.lean	f1dbe49bb1b07244c223ec547218dce045412582	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Equations	NumStability/Algorithms/LeastSquares/Higham20Equations.lean	64381b613b3805896929507265d1f7aa638802fa	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20ExampleCondition	NumStability/Algorithms/LeastSquares/Higham20ExampleCondition.lean	223d57f6f42110e5c4353ed9a455bc266496fac9	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20GeneralWedin	NumStability/Algorithms/LeastSquares/Higham20GeneralWedin.lean	b640c1b67d1b0e3ef0ce3f6c94b17598b01dda70	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Lemma20_11	NumStability/Algorithms/LeastSquares/Higham20Lemma20_11.lean	a6d5a96bf374ac0211941bab104472701f6e9b2f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Lemma20_12	NumStability/Algorithms/LeastSquares/Higham20Lemma20_12.lean	6150d510014e2014d259450a28a4866030d1abe0	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20MGSStability	NumStability/Algorithms/LeastSquares/Higham20MGSStability.lean	ba578d7e2e6b5f58289b93be32b00c45002b15b9	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20MPProse	NumStability/Algorithms/LeastSquares/Higham20MPProse.lean	3a7f789ac60eaa11a38bfc0b3d719699d066b9e8	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20MinimumNormBackwardError	NumStability/Algorithms/LeastSquares/Higham20MinimumNormBackwardError.lean	6020d5d6a3a3845ec7f2d539d43f8491ade15807	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20NormalEquationsNorms	NumStability/Algorithms/LeastSquares/Higham20NormalEquationsNorms.lean	b29cac2cd081886818b35f215db49155e76f41e2	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Problem20_3	NumStability/Algorithms/LeastSquares/Higham20Problem20_3.lean	f91c3be3408b22e714861adaecc71d1519f63326	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Prose	NumStability/Algorithms/LeastSquares/Higham20Prose.lean	7097f4d743dd0b00f9e8ddbd8b38c7f5326db27a	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20QuantitativeProse	NumStability/Algorithms/LeastSquares/Higham20QuantitativeProse.lean	1737b81591dd7bf531751f37671bfe2ad1f61eb4	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Refinement	NumStability/Algorithms/LeastSquares/Higham20Refinement.lean	51bd3518598304385926515a0a969c8138e272ef	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Remaining	NumStability/Algorithms/LeastSquares/Higham20Remaining.lean	c56d87668b135dfbab12e6c0d71835daface3cf0	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20ResidualQuality	NumStability/Algorithms/LeastSquares/Higham20ResidualQuality.lean	9a9ecb5c8905cbe2af9de27a90809e3e0e32befc	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20RowSorting	NumStability/Algorithms/LeastSquares/Higham20RowSorting.lean	54bd35fb51b13c0cc19c26767fed58c39e93541d	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20SourceAliases	NumStability/Algorithms/LeastSquares/Higham20SourceAliases.lean	af428621c9a0e0b869be84b3a9c2d03afe5a18d1	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_10	NumStability/Algorithms/LeastSquares/Higham20Theorem20_10.lean	acbe13c5dafc8296ab46746b9193962f425e9e12	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_3	NumStability/Algorithms/LeastSquares/Higham20Theorem20_3.lean	01051bea503a52b27192935c83c9ee33fa5d660f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_4Absorption	NumStability/Algorithms/LeastSquares/Higham20Theorem20_4Absorption.lean	898918c191afc8bb70dea75100536a86ab94737e	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_7	NumStability/Algorithms/LeastSquares/Higham20Theorem20_7.lean	327d7c65fa13c267d72e739f10c25dc87846804c	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_7ActualAssembly	NumStability/Algorithms/LeastSquares/Higham20Theorem20_7ActualAssembly.lean	01b31922e6147a0f3a985ef6922cb86699272648	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_7ActualBackSub	NumStability/Algorithms/LeastSquares/Higham20Theorem20_7ActualBackSub.lean	e1f9fe21cc4531bde23e4d5b88a6c923fec6f3bc	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_7ActualClosure	NumStability/Algorithms/LeastSquares/Higham20Theorem20_7ActualClosure.lean	015d8211cfdd42d49755b1d76e7f1c94419bee4f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_7ActualGrowth	NumStability/Algorithms/LeastSquares/Higham20Theorem20_7ActualGrowth.lean	f8e6b7775356d40f24770b518eefe6a3aff31322	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_7ActualRhs	NumStability/Algorithms/LeastSquares/Higham20Theorem20_7ActualRhs.lean	2640babbfbc4bc59cca3a1cb0e8f3c8154aeea01	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_7ActualTrace	NumStability/Algorithms/LeastSquares/Higham20Theorem20_7ActualTrace.lean	75cf4a87e056f44a5ffdbba74e4f54ac83891bec	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_7Contract	NumStability/Algorithms/LeastSquares/Higham20Theorem20_7Contract.lean	2ce9300847e3db4c3580a86e0d666fb76bc64c09	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_7QdR	NumStability/Algorithms/LeastSquares/Higham20Theorem20_7QdR.lean	697ed94d8b4ea2654ddda8e4c297de2eb114d994	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_7Runtime	NumStability/Algorithms/LeastSquares/Higham20Theorem20_7Runtime.lean	b867fb4574c0ebdd230af4303854da5b4ed6661a	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_7SourceTrace	NumStability/Algorithms/LeastSquares/Higham20Theorem20_7SourceTrace.lean	747d42169fef0d3b3a6999ea72bfa76c42135f2f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20Theorem20_8	NumStability/Algorithms/LeastSquares/Higham20Theorem20_8.lean	f17c73c7e76e2a9dc7ca0b2c57558c1ecaa45ef7	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20WeightedLimit	NumStability/Algorithms/LeastSquares/Higham20WeightedLimit.lean	3b11c367bc638ed4aac21b32498499279b6dfcf7	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.Higham20ZeroDeltaB	NumStability/Algorithms/LeastSquares/Higham20ZeroDeltaB.lean	ef8b32c967f00438f1e760563db8f3f959a45d74	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.LSE	NumStability/Algorithms/LeastSquares/LSE.lean	1939a7f2076ff7564f92bd0590f136dcba71d37e	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.LSNormalEquations	NumStability/Algorithms/LeastSquares/LSNormalEquations.lean	bac79528dfc99cfdad813fea4b58a9f089560306	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.LSPerturbation	NumStability/Algorithms/LeastSquares/LSPerturbation.lean	1bc50446cda2642374c1049c7e99fa9090b1779f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LeastSquares.LSQRSolve	NumStability/Algorithms/LeastSquares/LSQRSolve.lean	87f54aa8cf952e5023812f7bb834a8c141625ff7	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems	NumStability/Algorithms/LinearSystems.lean	579b270fd1e4ddd6cf878b61df6495d0ecb14157	aggregate	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LU	NumStability/Algorithms/LinearSystems/LU.lean	f4503bdf119b30dc321ed4d368e1d07774219c72	aggregate	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LU.BlockLU	NumStability/Algorithms/LinearSystems/LU/BlockLU.lean	2968f27836ef003523455441824bfecdb02c7426	aggregate	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LU.BlockLU.ArbitraryNorm	NumStability/Algorithms/LinearSystems/LU/BlockLU/ArbitraryNorm.lean	b4dc3b063292624841744cd12232aee5233512f5	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LU.BlockLU.BlockMatrices	NumStability/Algorithms/LinearSystems/LU/BlockLU/BlockMatrices.lean	702241fbddab49d6d6563ead20e06b550f824f4d	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LU.BlockLU.DiagonalDominance	NumStability/Algorithms/LinearSystems/LU/BlockLU/DiagonalDominance.lean	453e2a3560d0b590bf1085ce7fcf455bf1a3d73f	reusable	-	already_complete	-	-	-	-
