module	path	base_blob_oid	current_tier	debt_flags	phase_scope	lane_id	wave_id	planned_actions	rationale
NumStability.Algorithms.LinearSystems.LU.Doolittle.RoundedEntries	NumStability/Algorithms/LinearSystems/LU/Doolittle/RoundedEntries.lean	1ecba16b8262d56f4c8b2fb6d3c4c2354763bd71	reusable	missing_module_docstrings	in_scope	remote-lane	W02	document	Created and accepted by W02 at C0003.
NumStability.Algorithms.LinearSystems.LeastSquares	NumStability/Algorithms/LinearSystems/LeastSquares.lean	3585d0077dcb05f045f19d45a077b18e3ed6483e	aggregate	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.AugmentedSystem	NumStability/Algorithms/LinearSystems/LeastSquares/AugmentedSystem.lean	9ff104eb78914e630356ccb4032fd58c8448d563	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.Basic	NumStability/Algorithms/LinearSystems/LeastSquares/Basic.lean	ddb17fbfc7e5f5e17e80474030eb9725cf15108e	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.Equality.Basic	NumStability/Algorithms/LinearSystems/LeastSquares/Equality/Basic.lean	d2ab6d9ea8689c3fd9fd0e2b134856e9484c149a	source	-	in_scope	local-lane	W90	outlier_review	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.LinearSystems.LeastSquares.Equality.GQR	NumStability/Algorithms/LinearSystems/LeastSquares/Equality/GQR.lean	ef25d7eacc6461fee6ff4b3b60c14603fc8f89a9	source	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.Equality.KKT	NumStability/Algorithms/LinearSystems/LeastSquares/Equality/KKT.lean	8920048ecb06798b131973eb644ca0a33cd7f655	source	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.GramBasis	NumStability/Algorithms/LinearSystems/LeastSquares/GramBasis.lean	c8052a308d6f12efed291ff07eccc3098f8f3f48	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.MGS	NumStability/Algorithms/LinearSystems/LeastSquares/MGS.lean	c044ce760820e1d14f9ccacebff9e2e87288a1d5	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	NumStability/Algorithms/LinearSystems/LeastSquares/NormalEquations.lean	cebb459e7fdf9619696a0a4c64f921a114c03bcf	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.QRSolve	NumStability/Algorithms/LinearSystems/LeastSquares/QRSolve.lean	37f5feb8ff9947a715377c2a6a7c4045fe63d775	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.RankGeometry	NumStability/Algorithms/LinearSystems/LeastSquares/RankGeometry.lean	6d2a54ced5bba4f2350685ef4b69bf03f6470fff	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.Refinement	NumStability/Algorithms/LinearSystems/LeastSquares/Refinement.lean	6164562b1463fb10201f50540bde7f1c8294f31f	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.RowSorting	NumStability/Algorithms/LinearSystems/LeastSquares/RowSorting.lean	4ac77fbbd54bd9116c2a30756525543e6d21c12f	source	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.StoredQR	NumStability/Algorithms/LinearSystems/LeastSquares/StoredQR.lean	4f2597aa0a45c91414d9fd76814283f610c636d8	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.LeastSquares.TraceKernel	NumStability/Algorithms/LinearSystems/LeastSquares/TraceKernel.lean	198c126782e156613fa1fe2b9e642845c7a9a320	source	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR	NumStability/Algorithms/LinearSystems/QR.lean	451e702907daf52e7459362f26ed92a667f0e304	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.GivensMatrixStep	NumStability/Algorithms/LinearSystems/QR/GivensMatrixStep.lean	c244bbd0c642071f757ec2938c56cf05fbb755c4	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.GivensQR	NumStability/Algorithms/LinearSystems/QR/GivensQR.lean	106e902addcfa626cc056058dd48b4bf91f1d64a	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.GivensSpec	NumStability/Algorithms/LinearSystems/QR/GivensSpec.lean	ead00d065298f3a563a228dee8ddd523e22fce88	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.GramSchmidt	NumStability/Algorithms/LinearSystems/QR/GramSchmidt.lean	d1bce2ac0d61132fc66a2d47386d07e6f033d053	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.GramSchmidtPolar	NumStability/Algorithms/LinearSystems/QR/GramSchmidtPolar.lean	9efd74d56bc571d424cec540eb97405e0015eea8	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.HouseholderApply	NumStability/Algorithms/LinearSystems/QR/HouseholderApply.lean	0fe191f7cd3ec656d13b5c452271ad763735c535	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability/Algorithms/LinearSystems/QR/HouseholderApplySupport.lean	4b24e8eec75d151811174c596ca695b8d0548cb3	reusable	noncanonical_modules	in_scope	local-lane	W90	rename	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.LinearSystems.QR.HouseholderConstruction2	NumStability/Algorithms/LinearSystems/QR/HouseholderConstruction2.lean	00caffcdeab4924bc672f9fe5eccfc95fc36f69d	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.HouseholderMatrixStep	NumStability/Algorithms/LinearSystems/QR/HouseholderMatrixStep.lean	e905c6fec6a61260c9b2239f0ec2d337e97dcdc3	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.HouseholderOneStep	NumStability/Algorithms/LinearSystems/QR/HouseholderOneStep.lean	5f2aa9fd4a349fea69e9268f8b7f18c8bcb201a1	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.HouseholderQApply	NumStability/Algorithms/LinearSystems/QR/HouseholderQApply.lean	0a44c7911bf9c8b61f7f51ce575f62539a2089e1	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.HouseholderQR	NumStability/Algorithms/LinearSystems/QR/HouseholderQR.lean	6ec6f8fc7c4de3048756549bb57c38a1389f9b27	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability/Algorithms/LinearSystems/QR/HouseholderQRSupport.lean	38baf19fcb04be8dc549aa59059115c476ab2819	reusable	noncanonical_modules	in_scope	local-lane	W90	rename	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.LinearSystems.QR.HouseholderReflector	NumStability/Algorithms/LinearSystems/QR/HouseholderReflector.lean	1f3650e20433b2f1f7f5b6f592ac76883fac8b34	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	NumStability/Algorithms/LinearSystems/QR/HouseholderSpec.lean	1d985e84d108556d36df20a571422e43f08051cb	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.QR.HouseholderSpecSupport	NumStability/Algorithms/LinearSystems/QR/HouseholderSpecSupport.lean	993f4d05e967621de7d1458d014995f7f7a60241	reusable	noncanonical_modules	in_scope	local-lane	W90	rename	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.LinearSystems.QR.QRSolve	NumStability/Algorithms/LinearSystems/QR/QRSolve.lean	d295ada01cd7d79ee972b3ee08cbf9ea94db31ac	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.SymmetricIndefinite	NumStability/Algorithms/LinearSystems/SymmetricIndefinite.lean	b948db282e786cd901c11b038440215dff6eb7c7	aggregate	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Aasen	NumStability/Algorithms/LinearSystems/SymmetricIndefinite/Aasen.lean	9ff9cbc6cfb91de1c679dc453ca420ae5477fb7e	aggregate	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Aasen.AasenCoupledFp	NumStability/Algorithms/LinearSystems/SymmetricIndefinite/Aasen/AasenCoupledFp.lean	2aab21d19d16bb74fe4c88da406cc498f2d68537	source	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.SymmetricIndefinite.Aasen.AasenFactorResidual	NumStability/Algorithms/LinearSystems/SymmetricIndefinite/Aasen/AasenFactorResidual.lean	637468284d2cc696e41e610ab8b66f0fcaba43a2	source	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.SymmetricIndefinite.BlockLDLT	NumStability/Algorithms/LinearSystems/SymmetricIndefinite/BlockLDLT.lean	00b56019a956639636be2ddc1f05a65a0f5d0a17	aggregate	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.SymmetricIndefinite.BlockLDLT.BunchTridiagonalFactorBound	NumStability/Algorithms/LinearSystems/SymmetricIndefinite/BlockLDLT/BunchTridiagonalFactorBound.lean	4ce77c5d82254f0c9f38f499ee206f695ef94249	source	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.SymmetricIndefinite.BlockLDLT.BunchTridiagonalGrowth	NumStability/Algorithms/LinearSystems/SymmetricIndefinite/BlockLDLT/BunchTridiagonalGrowth.lean	50e58900229ddce672375f0bcfd598939282cfb6	source	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.SymmetricIndefinite.BlockLDLT.BunchTridiagonalGrowthInvariant	NumStability/Algorithms/LinearSystems/SymmetricIndefinite/BlockLDLT/BunchTridiagonalGrowthInvariant.lean	b5e770a26df748d7243bde0b7461392596b95b73	source	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.SymmetricIndefinite.BlockLDLT.BunchTridiagonalSparseFactor	NumStability/Algorithms/LinearSystems/SymmetricIndefinite/BlockLDLT/BunchTridiagonalSparseFactor.lean	67027bf7c878e8c9606ca762b78907106781c9ea	source	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.SymmetricIndefinite.BlockLDLT.BunchTridiagonalSparseSolve	NumStability/Algorithms/LinearSystems/SymmetricIndefinite/BlockLDLT/BunchTridiagonalSparseSolve.lean	da91f8c51390466439285331621e1d60928b93fc	source	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.Triangular	NumStability/Algorithms/LinearSystems/Triangular.lean	b8607911a52faaa5e1cecbdb387a4914d2742b9e	aggregate	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.Triangular.BackSubstitution	NumStability/Algorithms/LinearSystems/Triangular/BackSubstitution.lean	e6260bc374605694c424ff472f496d9150112aa0	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.Triangular.Combined	NumStability/Algorithms/LinearSystems/Triangular/Combined.lean	c4740a64703019835c0a990727b22a3259a27b10	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.Triangular.ComparisonBounds	NumStability/Algorithms/LinearSystems/Triangular/ComparisonBounds.lean	836d4beef17b560a92568c6055741b2680417361	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.Triangular.DiagonalDominance	NumStability/Algorithms/LinearSystems/Triangular/DiagonalDominance.lean	eb11eeee9ad36f4d67d43e28c792ab4163b68812	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.Triangular.ErrorAnalysis.All	NumStability/Algorithms/LinearSystems/Triangular/ErrorAnalysis/All.lean	591035c2bc4d32baa5bc4693f93e77cb60baedca	reusable	-	already_complete	-	-	-	Created and accepted by W02 at C0003.
NumStability.Algorithms.LinearSystems.Triangular.ErrorAnalysis.NoGuardBackward	NumStability/Algorithms/LinearSystems/Triangular/ErrorAnalysis/NoGuardBackward.lean	bfbe7277f61a201a92853a5e878a064d59a9251d	reusable	-	already_complete	-	-	-	Created and accepted by W02 at C0003.
NumStability.Algorithms.LinearSystems.Triangular.ErrorAnalysis.NoGuardForward	NumStability/Algorithms/LinearSystems/Triangular/ErrorAnalysis/NoGuardForward.lean	814703623b5d0cfa066617481456684977b0e973	reusable	-	already_complete	-	-	-	Created and accepted by W02 at C0003.
NumStability.Algorithms.LinearSystems.Triangular.ForwardSubstitution	NumStability/Algorithms/LinearSystems/Triangular/ForwardSubstitution.lean	3793086447e689a17828a7268f245f31b54a2829	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LinearSystems.Triangular.InverseBounds	NumStability/Algorithms/LinearSystems/Triangular/InverseBounds.lean	dacd88be1dd7e82c3002573d3bd52739fe601e64	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.LogExpProduct	NumStability/Algorithms/LogExpProduct.lean	6d635d95dec7c47fd10044c6b54d1b4aff80b566	reusable	-	in_scope	remote-lane	W02	classify	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.MMatrix	NumStability/Algorithms/MMatrix.lean	cc0c5fce9935a540d452f9e670d8f29ad4ea38bf	reusable	-	in_scope	remote-lane	W02	classify;document	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.MatMul	NumStability/Algorithms/MatMul.lean	2d1af7c647f1947f2a716207c5f89a948f665152	reusable	-	in_scope	remote-lane	W02	classify;document	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.MatMulBackwardError	NumStability/Algorithms/MatMulBackwardError.lean	79492529910002e82bc77f6d397bcbb0c1a7b7a4	reusable	-	in_scope	remote-lane	W02	classify	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.MatSeqProduct	NumStability/Algorithms/MatSeqProduct.lean	706592dc38a0879f021574e89e3e9ec5f02fa4b5	reusable	-	in_scope	remote-lane	W02	classify	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.MatVec	NumStability/Algorithms/MatVec.lean	e7e2e90339e7d9bf8a28081b007e32e3201bc995	reusable	-	in_scope	remote-lane	W02	classify;document	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.MatrixInversion	NumStability/Algorithms/MatrixInversion.lean	c829b52952a7a07b0f1157c566f20cd89778ce09	unclassified	unclassified_modules	in_scope	remote-lane	W08	classify;migrate;split	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.MatrixInversionMethod2BInstance	NumStability/Algorithms/MatrixInversionMethod2BInstance.lean	826109bcaf98b9f4787fb16bf993732c3e7bc0b8	unclassified	unclassified_modules	in_scope	remote-lane	W08	classify	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.MatrixPowers	NumStability/Algorithms/MatrixPowers.lean	5fed79351370a072b128943b288dd431a1c16061	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W06	classify;document;migrate;split	Exact unclassified inventory; dependency wave W06.
NumStability.Algorithms.MatrixPowersComplex	NumStability/Algorithms/MatrixPowersComplex.lean	f8768b9c907732c223e227ba6ad6b105aa88d94e	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W06	classify;document;migrate;split	Exact unclassified inventory; dependency wave W06.
NumStability.Algorithms.MatrixPowersJordan	NumStability/Algorithms/MatrixPowersJordan.lean	3862ef616cfbb3a224a65bce021f605a6b91c310	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W06	classify;document;migrate;split	Exact unclassified inventory; dependency wave W06.
NumStability.Algorithms.MatrixPowersLp	NumStability/Algorithms/MatrixPowersLp.lean	020fcbde6c702be9df0c36af0cfd275d8fe2a09d	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W06	classify;document;migrate;split	Exact unclassified inventory; dependency wave W06.
NumStability.Algorithms.MatrixPowersLpJordan	NumStability/Algorithms/MatrixPowersLpJordan.lean	5a68f5c8a173111b7dd9e586578ab15867663f2e	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W06	classify;document;migrate;split	Exact unclassified inventory; dependency wave W06.
NumStability.Algorithms.MatrixPowersPseudospectral	NumStability/Algorithms/MatrixPowersPseudospectral.lean	aaa8a7ab007425e4dc5ab5698d8c23e7e7ef220d	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W06	classify;document;migrate;split	Exact unclassified inventory; dependency wave W06.
NumStability.Algorithms.MatrixPowersPseudospectralCriterion	NumStability/Algorithms/MatrixPowersPseudospectralCriterion.lean	053b2792c9d00a7c9dc785da8e0b6f2a62ca20fd	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W06	classify;document;migrate;split	Exact unclassified inventory; dependency wave W06.
NumStability.Algorithms.MatrixPowersSpectral	NumStability/Algorithms/MatrixPowersSpectral.lean	45245e2ff85d286dbc302fe60ca84fe5f71a9e3c	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W06	classify;document;migrate;split	Exact unclassified inventory; dependency wave W06.
NumStability.Algorithms.NeumaierCompensatedFiniteFormat	NumStability/Algorithms/NeumaierCompensatedFiniteFormat.lean	51cdd40acb5c319f507e8f0f1e68d0c27462c33c	reusable	-	in_scope	remote-lane	W02	classify;split	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.Nonlinear.Higham25	NumStability/Algorithms/Nonlinear/Higham25.lean	b51326a8da3cf1748a1b78257c5e8dc741ae0ae7	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Nonlinear.Higham25EigenClosure	NumStability/Algorithms/Nonlinear/Higham25EigenClosure.lean	94f37d0b37907219d875bda2231e7a467336539a	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Nonlinear.Higham25Problem25_1	NumStability/Algorithms/Nonlinear/Higham25Problem25_1.lean	ced45beab9c2331ef6d838b0769aecca37086a28	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Norm2	NumStability/Algorithms/Norm2.lean	5eaffcb2c76871135e751171f1631ce3201bd547	reusable	-	in_scope	remote-lane	W02	classify;document	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.OrderingExamples	NumStability/Algorithms/OrderingExamples.lean	8254de251ed28955297d5ec5cba4c42af4c6c317	unclassified	unclassified_modules	in_scope	remote-lane	W12	classify;migrate	Exact unclassified inventory; dependency wave W12.
NumStability.Algorithms.OuterProduct	NumStability/Algorithms/OuterProduct.lean	374ac93bb82a0e86812e92e036c7e6f35b496663	reusable	-	in_scope	remote-lane	W02	classify;document	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.PNormPowerMethod	NumStability/Algorithms/PNormPowerMethod.lean	7897f90918868b7085e6dbc1d440acf458d2b3b5	unclassified	unclassified_modules	in_scope	remote-lane	W10	classify;migrate;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.PNormPowerMethodGeneralP	NumStability/Algorithms/PNormPowerMethodGeneralP.lean	bbd156ae9d8dcfdc0fec68e242cf4676cc30617a	unclassified	unclassified_modules	in_scope	remote-lane	W10	classify;migrate;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.PNormPowerMethodRect	NumStability/Algorithms/PNormPowerMethodRect.lean	012bd13618b996b7c7dcf1cf8b7cc78c5d4232db	unclassified	missing_module_docstrings;unclassified_modules	in_scope	remote-lane	W10	classify;document;migrate;split	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.PairwiseSum	NumStability/Algorithms/PairwiseSum.lean	65499c0556a7198d540e01d05843e4e840894ef3	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.PlusMinusSum	NumStability/Algorithms/PlusMinusSum.lean	df42447babaade0c51989443f5bc9f28dcdb4e4d	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.PriestAccuracy	NumStability/Algorithms/PriestAccuracy.lean	37a29bf83c10892d06533deffdcf2c26bbb8ce8a	reusable	-	in_scope	remote-lane	W02	classify	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.PriestDefectBounded	NumStability/Algorithms/PriestDefectBounded.lean	f64f3ff13c3f8991ec7688a6cbe8f82a18477fc2	reusable	-	in_scope	remote-lane	W02	classify	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.PriestFiniteFormat	NumStability/Algorithms/PriestFiniteFormat.lean	c1c49568106399f4c0d7bf37c89ea854a5ba34c9	compatibility	-	in_scope	remote-lane	W02	classify;split	Exact unclassified inventory; dependency wave W02.
NumStability.Algorithms.Problem44SixTerm	NumStability/Algorithms/Problem44SixTerm.lean	800327d6e2b3a577ac8226adb6b9012ffa58af66	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.GivensMatrixStep	NumStability/Algorithms/QR/GivensMatrixStep.lean	f1bcd687218df54206c2a509b6f9477aabb66119	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.GivensQR	NumStability/Algorithms/QR/GivensQR.lean	0a271bf854516552a7e7b8fbeb1b382ba5205bd4	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.GivensSpec	NumStability/Algorithms/QR/GivensSpec.lean	8fcfd0c093bb5e8795d60fc2fe388521258257d3	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.GramSchmidt	NumStability/Algorithms/QR/GramSchmidt.lean	406b9223f7578673febceebf15afead8c19cf07a	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.GramSchmidtPolar	NumStability/Algorithms/QR/GramSchmidtPolar.lean	58bd9846e005848a20f5b8b24c950ec394382e81	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19	NumStability/Algorithms/QR/Higham19.lean	577e171c145ac428525b6a59a15b939064cd8a3e	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Alg11CGSRounded	NumStability/Algorithms/QR/Higham19Alg11CGSRounded.lean	a33a887feaffe1665fbeaba434cd1b1f191daecf	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Alg12MGSClosure	NumStability/Algorithms/QR/Higham19Alg12MGSClosure.lean	35c719bf791595604bce4d6c187008ad5c3457f6	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Alg12MGSNonbreakdown	NumStability/Algorithms/QR/Higham19Alg12MGSNonbreakdown.lean	33cf5746c7a88a661562a8753aa7c230dd04542c	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Alg12MGSPaddedClosure	NumStability/Algorithms/QR/Higham19Alg12MGSPaddedClosure.lean	fcb75893953f0b3a0e14b2a41e8181cc8bd2008d	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Alg12MGSRepair	NumStability/Algorithms/QR/Higham19Alg12MGSRepair.lean	a82102b7d9bf24d866206d325d7e2a8232deb6ab	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Alg12MGSRounded	NumStability/Algorithms/QR/Higham19Alg12MGSRounded.lean	f405fef056d79e3ca853a6a7a6bb3c2c6085cdb5	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Alg12MGSSourceRate	NumStability/Algorithms/QR/Higham19Alg12MGSSourceRate.lean	1708048690a237f5e2d74db7ffec2deb05618dc5	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19FormedQ	NumStability/Algorithms/QR/Higham19FormedQ.lean	86a5aa6ccae7c79189f5fffee5a30c5c267ec83c	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Labels	NumStability/Algorithms/QR/Higham19Labels.lean	9b34ab2d06ba273ca05b6fc29a968647d1bf9ddc	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Lemma3ActualSequence	NumStability/Algorithms/QR/Higham19Lemma3ActualSequence.lean	5bc87d7659e83b00edd7abeda49b7b314480d6f5	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Lemma7Gamma4	NumStability/Algorithms/QR/Higham19Lemma7Gamma4.lean	fd8cbbd5c2815643a88853b97af7927cc3144b34	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Lemma9DisjointSweep	NumStability/Algorithms/QR/Higham19Lemma9DisjointSweep.lean	b0ce7a13617d02ce318e83f4d776467820d2ef7c	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19PolarNearest	NumStability/Algorithms/QR/Higham19PolarNearest.lean	25a6216b3454f15fcbc6f715f7e2baebcd49bc5e	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Problem19_10	NumStability/Algorithms/QR/Higham19Problem19_10.lean	efa4542ab70b4db981d3b402bcf42043292162a2	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Problem19_9	NumStability/Algorithms/QR/Higham19Problem19_9.lean	a5855a482ab114337e1303a71612c705f3b65e84	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Problem6ActualStep	NumStability/Algorithms/QR/Higham19Problem6ActualStep.lean	cf3dec13fa31774a59beda3b0785bf8d976e570b	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19Sensitivity	NumStability/Algorithms/QR/Higham19Sensitivity.lean	78771522516c8fd363234ec2246fb22a33ad7e59	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19SensitivityClosure	NumStability/Algorithms/QR/Higham19SensitivityClosure.lean	5d6cfbb5f776405f107a772619b3e3d39c7e9977	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19StoredLoop	NumStability/Algorithms/QR/Higham19StoredLoop.lean	a40a25004781d46a0874030fbea0bd66cf31270a	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
NumStability.Algorithms.QR.Higham19StoredLoopAllPivots	NumStability/Algorithms/QR/Higham19StoredLoopAllPivots.lean	64254928df098e5939303d64d928045c95d51675	compatibility	missing_module_docstrings	in_scope	local-lane	W90	document	Resolve exact base debt and/or measured giant-owner review.
